Code,Name,Sector,EPS,signal_v2,gap_market_v2,price_B_base,price_C_base,price_B_3m,price_B_6m,price_B_9m,price_B_12m,price_C_3m,price_C_6m,price_C_9m,price_C_12m,per_B,per_C,sector_per_B,sector_per_C,gap_market_B,gap_market_C,gap_sector_B,gap_sector_C,ret_B_3m,ret_C_3m,ret_B_6m,ret_C_6m,ret_B_9m,ret_C_9m,ret_B_12m,ret_C_12m
012330,현대모비스,자동차/부품,44939.0,강력매도,2.6035,267500,270500,287000,298500,373000,408500,293000,317000,352000,400500,5.9525134070629075,6.019270566768286,4.595720406172392,4.440498387196269,-0.6425115607840827,-0.6471568505128134,0.29522966607547374,0.35553941064909483,7.289719626168225,8.317929759704251,11.588785046728972,17.190388170055453,39.4392523364486,30.129390018484287,52.71028037383177,48.059149722735675
009150,삼성전기,IT/전자,8988.0,매수,-0.3527,135900,139500,134700,193500,255000,434000,130300,194500,254000,464500,15.120160213618158,15.520694259012016,14.901788649522647,15.99594205336305,-0.09193275078601737,-0.09019363993838045,0.014654050545972963,-0.02971052237908778,-0.8830022075055187,-6.594982078853047,42.384105960264904,39.42652329749104,87.63796909492274,82.07885304659499,219.3524650478293,232.97491039426524
267260,HD현대일렉트릭,방산/중공업,13935.0,강력매수,-0.5259,305000,350500,507000,582000,774000,915000,473000,594000,790000,959000,21.887334050950844,25.15249372084679,21.642561983471076,25.0,0.3144815229122805,0.47441205765321565,0.011309754716964967,0.00609974883387153,66.22950819672131,34.950071326676174,90.81967213114754,69.472182596291,153.77049180327867,125.3922967189729,200.0,173.60912981455064
010130,고려아연,소재/철강,9488.0,강력매수,-0.8065,766000,847000,819000,921000,1316000,1483000,833000,970000,1306000,1587000,80.7335581787521,89.27065767284992,18.005771885064203,19.770408163265305,3.8485928097909667,4.2329496839668135,3.4837599128821926,3.5153674590654416,6.919060052219321,-1.6528925619834711,20.234986945169712,14.521841794569069,71.80156657963447,54.19126328217237,93.60313315926892,87.36717827626919
006400,삼성SDI,에너지/화학,8188.0,강력매수,-0.3517,195219,198254,172800,205000,269500,405500,168200,209000,277000,400500,23.842085979482167,24.212750366389837,11.047358834244081,12.2040072859745,0.43187751485676057,0.4193253156272182,1.1581706847049809,0.9839999927086597,-11.48402563275091,-15.159341047343307,5.010270516701755,5.4203193882595055,38.05008733781035,39.719753447597526,107.71543753425641,102.01357854065995
015760,한국전력,에너지/화학,5439.0,강력매도,1.3308,22100,22000,39300,36050,47200,43900,28300,36500,48200,49150,4.063246920389777,4.044861187718331,11.047358834244081,12.2040072859745,-0.7559747117922497,-0.7628945991242798,-0.6321974345764242,-0.66856286685711,77.82805429864254,28.636363636363637,63.12217194570135,65.9090909090909,113.57466063348416,119.0909090909091,98.64253393665159,123.4090909090909
042700,한미반도체,IT/전자,1589.0,강력매수,-0.8313,76500,90400,102000,96500,127400,275500,92500,94300,116400,309500,48.14348646947766,56.89112649465072,14.901788649522647,15.99594205336305,1.89133995329854,2.3348964841472344,2.230718647390013,2.556597436078465,33.33333333333333,2.3230088495575223,26.143790849673206,4.314159292035398,66.53594771241829,28.761061946902654,260.1307189542484,242.36725663716814
009540,HD한국조선해양,방산/중공업,16578.0,매도,0.1874,201000,209500,366000,411000,407000,367000,379000,412000,409000,404500,12.124502352515382,12.637230063940162,21.642561983471076,25.0,-0.27184214030874254,-0.25921920154707395,-0.43978433044224874,-0.4945107974423935,82.08955223880598,80.90692124105013,104.4776119402985,96.65871121718376,102.48756218905473,95.22673031026252,82.58706467661692,93.07875894988067
010120,LS ELECTRIC,소재/철강,8078.0,강력매수,-0.6873,179500,203500,299000,284500,460000,801000,277500,303500,461500,886000,22.220846744243623,25.19187917801436,18.005771885064203,19.770408163265305,0.3345112018110234,0.47672079067939366,0.2340957602976092,0.2742215016492426,66.57381615598887,36.36363636363637,58.495821727019504,49.14004914004914,156.26740947075209,126.78132678132678,346.23955431754877,335.3808353808354
272210,한화시스템,IT/전자,2591.0,매수,-0.3594,31950,38800,58000,59500,54400,124100,68600,59100,48950,136000,12.331146275569278,14.974913160941721,14.901788649522647,15.99594205336305,-0.25943178379642656,-0.12218673934096977,-0.17250562562741187,-0.06383049457263218,81.53364632237871,76.80412371134021,86.2284820031299,52.31958762886598,70.2660406885759,26.15979381443299,288.4194053208138,250.51546391752578
298040,효성중공업,소재/철강,23909.0,강력매수,-0.7214,430500,463000,891000,1340000,1781000,2676000,844000,1390000,1812000,2735000,18.005771885064203,19.365092642937807,18.005771885064203,19.770408163265305,0.08136762538524438,0.13516084755662308,0.0,-0.020501120512048946,106.96864111498259,82.28941684665226,211.2659698025552,200.2159827213823,313.70499419279906,291.3606911447084,521.602787456446,490.71274298056153
267250,HD현대,방산/중공업,7203.0,중립,-0.111,74200,75400,129500,155400,188500,257500,131800,161800,191100,265500,10.301263362487852,10.467860613633208,21.642561983471076,25.0,-0.38133989634725474,-0.3863852992921296,-0.5240275448740697,-0.5812855754546716,74.52830188679245,74.80106100795756,109.43396226415094,114.58885941644563,154.04312668463612,153.44827586206898,247.03504043126685,252.12201591511936
011200,HMM,운송/물류,4999.0,강력매도,6.8942,19670,20050,22500,20050,20500,19660,22750,23000,20500,21250,3.9347869573914784,4.010802160432086,6.9022553070313055,7.137676955974909,-0.7636895959988953,-0.7648911025747969,-0.4299273523853684,-0.43808017858322007,14.387391967463142,13.466334164588527,1.9318759532282663,14.713216957605985,4.219623792577529,2.2443890274314215,-0.05083884087442806,5.985037406483791
064350,현대로템,자동차/부품,3728.0,강력매수,-0.3405,101700,108500,196500,219000,187900,184200,212000,211000,175000,180100,27.280042918454935,29.104077253218883,4.595720406172392,4.440498387196269,0.6383499368670348,0.7060496229624718,4.935966618381706,5.554236645403941,93.21533923303835,95.39170506912443,115.33923303834808,94.47004608294931,84.75909537856441,61.29032258064516,81.12094395280236,65.99078341013825
047810,한국항공우주,운송/물류,1765.0,강력매수,-0.6849,74700,85900,89800,108000,114400,186500,97300,107400,109400,185700,42.32294617563739,48.668555240793204,6.9022553070313055,7.137676955974909,1.541777386573468,1.8528982244060093,5.131756113472526,5.818542719288105,20.214190093708165,13.271245634458673,44.57831325301205,25.029103608847496,53.14591700133868,27.357392316647267,149.665327978581,116.18160651920839
